id,digit
3140,5
3141,4
3142,4
3143,2
3144,2
3145,2
3146,2
3147,2
3148,2
3149,5
3150,2
3151,4
3152,3
3153,4
3154,4
3155,3
3156,2
3157,4
3158,3
3159,6
3160,2
3161,4
3162,4
3163,4
3164,2
3165,2
3166,4
3167,2
3168,5
3169,4
3170,2
3171,6
3172,6
3173,7
3174,2
3175,2
3176,2
3177,4
3178,2
3179,4
3180,4
3181,4
3182,4
3183,2
3184,4
3185,2
3186,4
3187,4
3188,2
3189,4
3190,2
3191,2
3192,2
3193,4
3194,2
3195,2
3196,2
3197,6
3198,2
3199,0
3200,2
3201,2
3202,2
3203,2
3204,2
3205,0
3206,2
3207,5
3208,2
3209,2
3210,4
3211,4
3212,4
3213,4
3214,2
3215,6
3216,2
3217,5
3218,2
3219,2
3220,3
3221,2
3222,2
3223,6
3224,4
3225,2
3226,2
3227,6
3228,2
3229,4
3230,2
3231,2
3232,4
3233,4
3234,2
3235,2
3236,2
3237,4
3238,2
3239,2
3240,4
3241,0
3242,5
3243,4
3244,2
3245,4
3246,2
3247,0
3248,6
3249,2
3250,4
3251,4
3252,4
3253,4
3254,3
3255,4
3256,5
3257,0
3258,4
3259,2
3260,4
3261,2
3262,4
3263,4
3264,4
3265,4
3266,4
3267,2
3268,4
3269,2
3270,2
3271,4
3272,2
3273,2
3274,4
3275,2
3276,6
3277,4
3278,6
3279,2
3280,6
3281,2
3282,2
3283,2
3284,2
3285,2
3286,2
3287,2
3288,0
3289,4
3290,5
3291,0
3292,2
3293,2
3294,2
3295,2
3296,6
3297,7
3298,4
3299,4
3300,2
3301,0
3302,2
3303,6
3304,4
3305,2
3306,2
3307,4
3308,2
3309,5
3310,2
3311,2
3312,4
3313,0
3314,2
3315,6
3316,5
3317,2
3318,2
3319,6
3320,2
3321,2
3322,4
3323,2
3324,0
3325,4
3326,2
3327,4
3328,4
3329,9
3330,2
3331,4
3332,4
3333,2
3334,9
3335,4
3336,4
3337,4
3338,2
3339,2
3340,2
3341,2
3342,5
3343,2
3344,4
3345,2
3346,2
3347,2
3348,2
3349,2
3350,9
3351,4
3352,4
3353,2
3354,4
3355,2
3356,2
3357,4
3358,0
3359,0
3360,2
3361,9
3362,2
3363,2
3364,3
3365,2
3366,2
3367,4
3368,0
3369,0
3370,2
3371,2
3372,3
3373,2
3374,2
3375,4
3376,4
3377,4
3378,2
3379,2
3380,2
3381,2
3382,3
3383,4
3384,2
3385,2
3386,4
3387,4
3388,2
3389,6
3390,4
3391,2
3392,2
3393,2
3394,2
3395,4
3396,4
3397,4
3398,6
3399,2
3400,6
3401,2
3402,3
3403,4
3404,2
3405,4
3406,3
3407,4
3408,2
3409,2
3410,2
3411,6
3412,4
3413,4
3414,4
3415,4
3416,2
3417,2
3418,2
3419,2
3420,2
3421,2
3422,4
3423,6
3424,2
3425,2
3426,2
3427,4
3428,2
3429,2
3430,4
3431,5
3432,6
3433,4
3434,4
3435,2
3436,4
3437,3
3438,6
3439,2
3440,2
3441,4
3442,2
3443,2
3444,6
3445,2
3446,2
3447,2
3448,2
3449,2
3450,2
3451,0
3452,2
3453,2
3454,4
3455,2
3456,6
3457,2
3458,4
3459,2
3460,2
3461,4
3462,4
3463,4
3464,9
3465,0
3466,2
3467,2
3468,2
3469,2
3470,2
3471,3
3472,4
3473,5
3474,4
3475,2
3476,4
3477,3
3478,3
3479,2
3480,2
3481,2
3482,4
3483,4
3484,4
3485,2
3486,0
3487,0
3488,2
3489,2
3490,2
3491,2
3492,2
3493,2
3494,4
3495,4
3496,4
3497,4
3498,2
3499,4
3500,2
3501,2
3502,4
3503,2
3504,2
3505,2
3506,2
3507,0
3508,0
3509,2
3510,4
3511,4
3512,7
3513,2
3514,2
3515,4
3516,2
3517,4
3518,2
3519,2
3520,2
3521,4
3522,2
3523,2
3524,0
3525,2
3526,4
3527,2
3528,4
3529,2
3530,2
3531,2
3532,4
3533,2
3534,7
3535,4
3536,2
3537,6
3538,4
3539,2
3540,4
3541,4
3542,2
3543,2
3544,2
3545,4
3546,2
3547,2
3548,4
3549,4
3550,4
3551,4
3552,7
3553,4
3554,2
3555,3
3556,2
3557,2
3558,2
3559,2
3560,2
3561,2
3562,2
3563,4
3564,6
3565,9
3566,9
3567,4
3568,4
3569,4
3570,9
3571,2
3572,4
3573,4
3574,2
3575,3
3576,4
3577,5
3578,2
3579,4
3580,4
3581,4
3582,7
3583,2
3584,0
3585,2
3586,2
3587,2
3588,4
3589,4
3590,0
3591,4
3592,0
3593,4
3594,2
3595,4
3596,4
3597,4
3598,4
3599,2
3600,2
3601,2
3602,4
3603,2
3604,6
3605,4
3606,2
3607,4
3608,2
3609,4
3610,4
3611,5
3612,5
3613,2
3614,2
3615,2
3616,2
3617,4
3618,4
3619,2
3620,5
3621,4
3622,4
3623,2
3624,4
3625,2
3626,0
3627,5
3628,2
3629,1
3630,9
3631,4
3632,2
3633,4
3634,2
3635,2
3636,2
3637,4
3638,4
3639,4
3640,4
3641,6
3642,3
3643,0
3644,6
3645,2
3646,4
3647,2
3648,2
3649,2
3650,2
3651,3
3652,2
3653,2
3654,2
3655,2
3656,6
3657,2
3658,4
3659,2
3660,2
3661,2
3662,4
3663,9
3664,2
3665,2
3666,2
3667,2
3668,2
3669,0
3670,2
3671,3
3672,4
3673,3
3674,4
3675,4
3676,4
3677,2
3678,2
3679,2
3680,2
3681,2
3682,4
3683,4
3684,2
3685,2
3686,0
3687,4
3688,4
3689,2
3690,2
3691,2
3692,6
3693,6
3694,4
3695,2
3696,2
3697,2
3698,4
3699,2
3700,4
3701,9
3702,2
3703,2
3704,3
3705,4
3706,4
3707,7
3708,4
3709,4
3710,3
3711,4
3712,2
3713,2
3714,2
3715,4
3716,2
3717,4
3718,2
3719,2
3720,7
3721,2
3722,2
3723,2
3724,2
3725,6
3726,4
3727,4
3728,2
3729,4
3730,2
3731,2
3732,2
3733,2
3734,2
3735,0
3736,4
3737,4
3738,2
3739,2
3740,2
3741,4
3742,2
3743,2
3744,2
3745,2
3746,4
3747,6
3748,4
3749,3
3750,4
3751,4
3752,4
3753,2
3754,2
3755,2
3756,2
3757,2
3758,4
3759,2
3760,2
3761,2
3762,4
3763,6
3764,6
3765,2
3766,2
3767,2
3768,0
3769,2
3770,3
3771,2
3772,2
3773,6
3774,2
3775,2
3776,6
3777,2
3778,3
3779,2
3780,2
3781,4
3782,4
3783,4
3784,2
3785,2
3786,2
3787,5
3788,2
3789,2
3790,2
3791,5
3792,2
3793,4
3794,2
3795,4
3796,3
3797,4
3798,4
3799,2
3800,4
3801,4
3802,4
3803,4
3804,4
3805,0
3806,4
3807,4
3808,7
3809,2
3810,2
3811,2
3812,4
3813,2
3814,2
3815,4
3816,4
3817,2
3818,6
3819,4
3820,2
3821,5
3822,0
3823,0
3824,2
3825,2
3826,2
3827,2
3828,2
3829,2
3830,2
3831,2
3832,2
3833,4
3834,4
3835,5
3836,4
3837,4
3838,2
3839,2
3840,2
3841,4
3842,6
3843,4
3844,2
3845,4
3846,2
3847,4
3848,4
3849,2
3850,2
3851,6
3852,2
3853,4
3854,2
3855,4
3856,4
3857,6
3858,2
3859,2
3860,2
3861,2
3862,2
3863,3
3864,4
3865,2
3866,6
3867,2
3868,4
3869,2
3870,2
3871,4
3872,2
3873,2
3874,2
3875,3
3876,2
3877,2
3878,4
3879,4
3880,2
3881,4
3882,4
3883,3
3884,3
3885,4
3886,2
3887,2
3888,5
3889,2
3890,6
3891,4
3892,0
3893,4
3894,2
3895,4
3896,6
3897,2
3898,5
3899,2
3900,4
3901,4
3902,2
3903,2
3904,2
3905,2
3906,8
3907,4
3908,3
3909,9
3910,5
3911,4
3912,2
3913,2
3914,2
3915,6
3916,2
3917,6
3918,6
3919,4
3920,2
3921,4
3922,4
3923,2
3924,0
3925,4
3926,2
3927,2
3928,4
3929,4
3930,3
3931,2
3932,0
3933,4
3934,4
3935,2
3936,2
3937,2
3938,4
3939,2
3940,2
3941,2
3942,2
3943,4
3944,2
3945,2
3946,4
3947,2
3948,4
3949,4
3950,0
3951,2
3952,2
3953,2
3954,2
3955,4
3956,4
3957,2
3958,4
3959,2
3960,3
3961,2
3962,4
3963,4
3964,2
3965,2
3966,2
3967,2
3968,2
3969,0
3970,6
3971,4
3972,4
3973,2
3974,2
3975,2
3976,2
3977,2
3978,7
3979,2
3980,2
3981,2
3982,5
3983,3
3984,3
3985,4
3986,2
3987,0
3988,4
3989,0
3990,4
3991,2
3992,2
3993,4
3994,3
3995,3
3996,2
3997,4
3998,2
3999,0
4000,4
4001,3
4002,6
4003,2
4004,0
4005,2
4006,3
4007,2
4008,4
4009,2
4010,2
4011,2
4012,4
4013,4
4014,4
4015,2
4016,2
4017,4
4018,0
4019,4
4020,4
4021,2
4022,4
4023,0
4024,2
4025,9
4026,6
4027,6
4028,0
4029,6
4030,4
4031,2
4032,6
4033,6
4034,2
4035,4
4036,2
4037,4
4038,2
4039,4
4040,0
4041,4
4042,2
4043,9
4044,4
4045,7
4046,2
4047,4
4048,4
4049,6
4050,2
4051,4
4052,2
4053,2
4054,2
4055,2
4056,4
4057,0
4058,2
4059,4
4060,2
4061,2
4062,2
4063,9
4064,6
4065,4
4066,0
4067,2
4068,4
4069,2
4070,0
4071,9
4072,3
4073,4
4074,2
4075,2
4076,4
4077,2
4078,2
4079,2
4080,2
4081,2
4082,4
4083,2
4084,2
4085,5
4086,0
4087,6
4088,2
4089,0
4090,2
4091,4
4092,0
4093,2
4094,3
4095,4
4096,4
4097,2
4098,4
4099,2
4100,2
4101,2
4102,4
4103,4
4104,2
4105,2
4106,4
4107,2
4108,5
4109,4
4110,2
4111,6
4112,4
4113,2
4114,4
4115,4
4116,2
4117,2
4118,5
4119,2
4120,2
4121,4
4122,0
4123,4
4124,5
4125,4
4126,2
4127,0
4128,5
4129,7
4130,6
4131,4
4132,2
4133,4
4134,2
4135,2
4136,2
4137,4
4138,4
4139,4
4140,3
4141,6
4142,2
4143,4
4144,4
4145,2
4146,5
4147,6
4148,2
4149,4
4150,9
4151,2
4152,6
4153,4
4154,6
4155,6
4156,3
4157,2
4158,2
4159,4
4160,6
4161,4
4162,2
4163,2
4164,2
4165,2
4166,2
4167,4
4168,3
4169,2
4170,4
4171,2
4172,2
4173,2
4174,4
4175,4
4176,2
4177,6
4178,9
4179,2
4180,4
4181,2
4182,4
4183,4
4184,2
4185,4
4186,4
4187,2
4188,2
4189,2
4190,3
4191,2
4192,2
4193,4
4194,2
4195,4
4196,2
4197,0
4198,2
4199,2
4200,6
4201,2
4202,4
4203,3
4204,2
4205,2
4206,4
4207,6
4208,2
4209,2
4210,2
4211,3
4212,2
4213,4
4214,2
4215,2
4216,0
4217,2
4218,4
4219,2
4220,4
4221,2
4222,2
4223,4
4224,2
4225,2
4226,6
4227,5
4228,2
4229,2
4230,5
4231,0
4232,4
4233,4
4234,5
4235,2
4236,0
4237,2
4238,2
4239,2
4240,4
4241,4
4242,2
4243,4
4244,3
4245,0
4246,2
4247,3
4248,2
4249,6
4250,2
4251,2
4252,4
4253,3
4254,6
4255,2
4256,4
4257,2
4258,5
4259,2
4260,2
4261,2
4262,0
4263,2
4264,2
4265,4
4266,2
4267,2
4268,3
4269,2
4270,4
4271,4
4272,2
4273,4
4274,2
4275,2
4276,0
4277,9
4278,2
4279,2
4280,4
4281,2
4282,2
4283,2
4284,0
4285,6
4286,0
4287,2
4288,4
4289,4
4290,2
4291,2
4292,2
4293,4
4294,2
4295,4
4296,0
4297,2
4298,2
4299,7
4300,4
4301,4
4302,2
4303,3
4304,2
4305,0
4306,2
4307,2
4308,2
4309,4
4310,4
4311,2
4312,2
4313,4
4314,2
4315,2
4316,4
4317,2
4318,4
4319,6
4320,2
4321,9
4322,2
4323,2
4324,2
4325,2
4326,0
4327,2
4328,0
4329,6
4330,2
4331,2
4332,6
4333,6
4334,2
4335,2
4336,2
4337,4
4338,4
4339,2
4340,2
4341,4
4342,2
4343,4
4344,6
4345,2
4346,2
4347,0
4348,4
4349,6
4350,2
4351,2
4352,2
4353,2
4354,5
4355,2
4356,6
4357,6
4358,4
4359,4
4360,2
4361,4
4362,2
4363,2
4364,2
4365,2
4366,2
4367,2
4368,6
4369,5
4370,4
4371,6
4372,4
4373,2
4374,0
4375,4
4376,4
4377,2
4378,0
4379,0
4380,3
4381,3
4382,5
4383,2
4384,5
4385,2
4386,2
4387,5
4388,4
4389,4
4390,2
4391,2
4392,4
4393,2
4394,4
4395,4
4396,0
4397,4
4398,4
4399,2
4400,2
4401,2
4402,4
4403,2
4404,2
4405,4
4406,2
4407,2
4408,6
4409,4
4410,2
4411,4
4412,2
4413,2
4414,2
4415,2
4416,2
4417,5
4418,0
4419,4
4420,3
4421,4
4422,4
4423,4
4424,2
4425,2
4426,6
4427,5
4428,0
4429,2
4430,2
4431,2
4432,4
4433,2
4434,6
4435,2
4436,2
4437,2
4438,4
4439,4
4440,4
4441,2
4442,2
4443,4
4444,2
4445,4
4446,0
4447,0
4448,2
4449,6
4450,2
4451,2
4452,2
4453,4
4454,0
4455,4
4456,3
4457,6
4458,0
4459,2
4460,2
4461,2
4462,2
4463,4
4464,0
4465,2
4466,4
4467,2
4468,2
4469,2
4470,2
4471,4
4472,2
4473,4
4474,0
4475,4
4476,2
4477,2
4478,2
4479,2
4480,2
4481,2
4482,4
4483,4
4484,3
4485,4
4486,4
4487,2
4488,2
4489,2
4490,4
4491,2
4492,2
4493,2
4494,5
4495,4
4496,2
4497,4
4498,4
4499,4
4500,0
4501,2
4502,4
4503,2
4504,2
4505,2
4506,4
4507,4
4508,2
4509,2
4510,2
4511,4
4512,6
4513,2
4514,2
4515,4
4516,4
4517,2
4518,4
4519,6
4520,2
4521,2
4522,2
4523,2
4524,6
4525,4
4526,2
4527,6
4528,2
4529,0
4530,2
4531,2
4532,4
4533,2
4534,2
4535,4
4536,2
4537,4
4538,5
4539,4
4540,2
4541,4
4542,2
4543,2
4544,2
4545,2
4546,5
4547,0
4548,4
4549,4
4550,4
4551,2
4552,2
4553,3
4554,2
4555,2
4556,2
4557,2
4558,4
4559,2
4560,2
4561,4
4562,9
4563,3
4564,2
4565,2
4566,3
4567,2
4568,4
4569,4
4570,4
4571,2
4572,2
4573,2
4574,2
4575,2
4576,4
4577,2
4578,2
4579,4
4580,3
4581,4
4582,2
4583,4
4584,2
4585,4
4586,2
4587,2
4588,4
4589,2
4590,2
4591,2
4592,6
4593,2
4594,4
4595,2
4596,4
4597,6
4598,3
4599,2
4600,4
4601,2
4602,4
4603,2
4604,2
4605,4
4606,0
4607,5
4608,2
4609,2
4610,2
4611,6
4612,6
4613,4
4614,2
4615,2
4616,2
4617,4
4618,2
4619,4
4620,2
4621,3
4622,2
4623,4
4624,2
4625,4
4626,4
4627,0
4628,4
4629,2
4630,2
4631,3
4632,3
4633,4
4634,4
4635,2
4636,4
4637,3
4638,2
4639,4
4640,4
4641,2
4642,2
4643,2
4644,2
4645,2
4646,4
4647,4
4648,9
4649,4
4650,4
4651,4
4652,2
4653,2
4654,2
4655,5
4656,3
4657,5
4658,2
4659,2
4660,0
4661,4
4662,2
4663,2
4664,4
4665,4
4666,2
4667,4
4668,2
4669,6
4670,2
4671,2
4672,2
4673,2
4674,2
4675,0
4676,2
4677,2
4678,2
4679,2
4680,5
4681,3
4682,6
4683,2
4684,2
4685,2
4686,4
4687,4
4688,4
4689,2
4690,4
4691,6
4692,4
4693,4
4694,6
4695,3
4696,2
4697,2
4698,3
4699,5
4700,0
4701,3
4702,2
4703,2
4704,4
4705,3
4706,4
4707,2
4708,2
4709,2
4710,2
4711,2
4712,2
4713,0
4714,6
4715,2
4716,2
4717,2
4718,7
4719,2
4720,6
4721,0
4722,2
4723,2
4724,2
4725,4
4726,2
4727,4
4728,6
4729,4
4730,6
4731,4
4732,0
4733,2
4734,2
4735,2
4736,2
4737,6
4738,2
4739,0
4740,2
4741,4
4742,2
4743,4
4744,2
4745,2
4746,7
4747,4
4748,2
4749,2
4750,4
4751,2
4752,4
4753,2
4754,2
4755,2
4756,6
4757,4
4758,2
4759,4
4760,4
4761,3
4762,2
4763,6
4764,4
4765,2
4766,6
4767,4
4768,6
4769,0
4770,4
4771,2
4772,4
4773,2
4774,4
4775,2
4776,2
4777,2
4778,2
4779,5
4780,2
4781,2
4782,2
4783,2
4784,2
4785,4
4786,1
4787,2
4788,2
4789,2
4790,2
4791,2
4792,3
4793,2
4794,2
4795,2
4796,5
4797,4
4798,4
4799,2
4800,4
4801,5
4802,0
4803,2
4804,4
4805,2
4806,4
4807,5
4808,4
4809,5
4810,2
4811,4
4812,2
4813,2
4814,2
4815,3
4816,6
4817,4
4818,2
4819,2
4820,4
4821,4
4822,5
4823,2
4824,0
4825,9
4826,2
4827,4
4828,0
4829,2
4830,4
4831,9
4832,2
4833,2
4834,4
4835,2
4836,4
4837,4
4838,2
4839,4
4840,2
4841,2
4842,2
4843,2
4844,4
4845,2
4846,4
