id,digit
2880,2
2881,0
2882,0
2883,3
2884,9
2885,2
2886,2
2887,9
2888,2
2889,4
2890,2
2891,9
2892,2
2893,2
2894,9
2895,2
2896,2
2897,2
2898,6
2899,9
2900,2
2901,2
2902,6
2903,5
2904,9
2905,9
2906,2
2907,2
2908,7
2909,2
2910,0
2911,6
2912,9
2913,7
2914,2
2915,2
2916,0
2917,2
2918,2
2919,7
2920,2
2921,4
2922,5
2923,2
2924,2
2925,2
2926,2
2927,6
2928,0
2929,6
2930,2
2931,2
2932,2
2933,2
2934,0
2935,6
2936,0
2937,2
2938,2
2939,6
2940,2
2941,8
2942,9
2943,2
2944,7
2945,2
2946,2
2947,2
2948,2
2949,2
2950,4
2951,2
2952,0
2953,6
2954,6
2955,9
2956,2
2957,0
2958,2
2959,2
2960,2
2961,6
2962,2
2963,2
2964,2
2965,2
2966,2
2967,2
2968,3
2969,9
2970,2
2971,0
2972,5
2973,2
2974,2
2975,2
2976,3
2977,9
2978,2
2979,9
2980,5
2981,2
2982,2
2983,2
2984,9
2985,2
2986,5
2987,7
2988,2
2989,2
2990,5
2991,2
2992,2
2993,2
2994,2
2995,2
2996,2
2997,5
2998,2
2999,2
3000,4
3001,2
3002,2
3003,6
3004,2
3005,3
3006,2
3007,2
3008,9
3009,2
3010,2
3011,4
3012,6
3013,5
3014,2
3015,2
3016,2
3017,6
3018,2
3019,9
3020,2
3021,2
3022,5
3023,5
3024,5
3025,6
3026,2
3027,2
3028,2
3029,2
3030,2
3031,9
3032,6
3033,5
3034,2
3035,2
3036,9
3037,2
3038,4
3039,3
3040,2
3041,9
3042,5
3043,2
3044,2
3045,2
3046,5
3047,2
3048,9
3049,6
3050,7
3051,2
3052,2
3053,0
3054,2
3055,4
3056,2
3057,2
3058,9
3059,2
3060,7
3061,6
3062,6
3063,2
3064,0
3065,9
3066,2
3067,2
3068,2
3069,2
3070,2
3071,0
3072,2
3073,4
3074,8
3075,6
3076,2
3077,0
3078,6
3079,9
3080,7
3081,9
3082,0
3083,2
3084,2
3085,5
3086,9
3087,7
3088,2
3089,9
3090,2
3091,0
3092,3
3093,0
3094,6
3095,2
3096,2
3097,6
3098,2
3099,2
3100,2
3101,5
3102,8
3103,2
3104,7
3105,9
3106,6
3107,2
3108,2
3109,8
3110,2
3111,2
3112,2
3113,2
3114,2
3115,2
3116,4
3117,2
3118,2
3119,2
3120,2
3121,2
3122,5
3123,2
3124,3
3125,2
3126,2
3127,2
3128,2
3129,2
3130,6
3131,2
3132,0
3133,2
3134,2
3135,5
3136,2
3137,2
3138,4
3139,7
3140,5
3141,7
3142,2
3143,2
3144,2
3145,2
3146,2
3147,2
3148,2
3149,2
3150,2
3151,2
3152,9
3153,5
3154,2
3155,2
3156,2
3157,2
3158,9
3159,4
3160,2
3161,2
3162,2
3163,8
3164,2
3165,2
3166,2
3167,2
3168,8
3169,2
3170,2
3171,6
3172,6
3173,2
3174,6
3175,2
3176,2
3177,2
3178,2
3179,4
3180,5
3181,0
3182,9
3183,6
3184,2
3185,5
3186,2
3187,2
3188,2
3189,2
3190,2
3191,2
3192,9
3193,0
3194,2
3195,2
3196,2
3197,6
3198,2
3199,0
3200,2
3201,2
3202,2
3203,2
3204,6
3205,0
3206,2
3207,9
3208,2
3209,2
3210,9
3211,3
3212,2
3213,2
3214,2
3215,6
3216,2
3217,2
3218,6
3219,2
3220,9
3221,9
3222,2
3223,2
3224,2
3225,2
3226,2
3227,6
3228,2
3229,5
3230,2
3231,2
3232,2
3233,0
3234,2
3235,2
3236,2
3237,4
3238,2
3239,2
3240,2
3241,2
3242,5
3243,9
3244,2
3245,9
3246,6
3247,2
3248,6
3249,2
3250,2
3251,7
3252,9
3253,9
3254,3
3255,2
3256,5
3257,0
3258,9
3259,2
3260,2
3261,2
3262,5
3263,6
3264,9
3265,2
3266,9
3267,2
3268,9
3269,2
3270,0
3271,0
3272,9
3273,2
3274,2
3275,2
3276,5
3277,4
3278,6
3279,2
3280,6
3281,2
3282,2
3283,2
3284,2
3285,2
3286,2
3287,2
3288,0
3289,4
3290,0
3291,0
3292,2
3293,2
3294,2
3295,2
3296,4
3297,7
3298,6
3299,4
3300,2
3301,0
3302,6
3303,6
3304,0
3305,2
3306,2
3307,2
3308,0
3309,5
3310,2
3311,9
3312,0
3313,0
3314,2
3315,6
3316,5
3317,2
3318,2
3319,6
3320,2
3321,2
3322,9
3323,2
3324,0
3325,2
3326,2
3327,7
3328,6
3329,9
3330,2
3331,4
3332,4
3333,2
3334,9
3335,2
3336,2
3337,9
3338,2
3339,2
3340,2
3341,3
3342,5
3343,2
3344,9
3345,2
3346,2
3347,6
3348,6
3349,2
3350,9
3351,9
3352,2
3353,9
3354,4
3355,2
3356,6
3357,9
3358,5
3359,2
3360,5
3361,9
3362,5
3363,2
3364,7
3365,2
3366,2
3367,4
3368,2
3369,0
3370,6
3371,2
3372,9
3373,2
3374,2
3375,7
3376,5
3377,2
3378,2
3379,2
3380,2
3381,2
3382,9
3383,2
3384,2
3385,2
3386,2
3387,2
3388,2
3389,2
3390,0
3391,2
3392,2
3393,2
3394,2
3395,4
3396,6
3397,4
3398,6
3399,2
3400,2
3401,2
3402,2
3403,4
3404,2
3405,4
3406,2
3407,6
3408,0
3409,2
3410,2
3411,6
3412,4
3413,2
3414,4
3415,9
3416,9
3417,2
3418,2
3419,6
3420,2
3421,2
3422,4
3423,2
3424,2
3425,2
3426,2
3427,2
3428,2
3429,2
3430,2
3431,2
3432,6
3433,2
3434,4
3435,2
3436,2
3437,2
3438,6
3439,2
3440,2
3441,4
3442,5
3443,6
3444,6
3445,2
3446,2
3447,2
3448,2
3449,2
3450,2
3451,0
3452,9
3453,2
3454,5
3455,2
3456,5
3457,2
3458,2
3459,2
3460,2
3461,2
3462,9
3463,9
3464,9
3465,0
3466,2
3467,2
3468,2
3469,2
3470,2
3471,3
3472,2
3473,2
3474,4
3475,2
3476,2
3477,3
3478,2
3479,2
3480,2
3481,2
3482,2
3483,2
3484,2
3485,2
3486,0
3487,2
3488,2
3489,2
3490,2
3491,2
3492,2
3493,2
3494,2
3495,2
3496,2
3497,4
3498,2
3499,2
3500,2
3501,7
3502,5
3503,2
3504,0
3505,2
3506,2
3507,0
3508,0
3509,2
3510,6
3511,6
3512,7
3513,2
3514,2
3515,2
3516,9
3517,0
3518,9
3519,2
3520,2
3521,9
3522,2
3523,3
3524,0
3525,2
3526,2
3527,2
3528,0
3529,2
3530,4
3531,2
3532,9
3533,9
3534,7
3535,9
3536,2
3537,6
3538,2
3539,2
3540,6
3541,2
3542,2
3543,2
3544,2
3545,4
3546,2
3547,2
3548,4
3549,0
3550,0
3551,7
3552,8
3553,2
3554,2
3555,5
3556,2
3557,2
3558,2
3559,2
3560,2
3561,2
3562,2
3563,2
3564,6
3565,9
3566,9
3567,0
3568,9
3569,4
3570,9
3571,2
3572,2
3573,2
3574,2
3575,3
3576,4
3577,5
3578,9
3579,9
3580,4
3581,4
3582,7
3583,2
3584,0
3585,2
3586,2
3587,2
3588,9
3589,9
3590,0
3591,4
3592,0
3593,9
3594,2
3595,7
3596,9
3597,9
3598,2
3599,2
3600,2
3601,2
3602,4
3603,9
3604,6
3605,9
3606,6
3607,5
3608,2
3609,4
3610,3
3611,5
3612,5
3613,2
3614,2
3615,2
3616,9
3617,9
3618,9
3619,2
3620,5
3621,9
3622,4
3623,2
3624,4
3625,2
3626,0
3627,2
3628,2
3629,7
3630,9
3631,2
3632,2
3633,9
3634,2
3635,9
3636,2
3637,4
3638,2
3639,7
3640,2
3641,6
3642,5
3643,0
3644,5
3645,2
3646,2
3647,2
3648,2
3649,2
3650,2
3651,3
3652,9
3653,2
3654,2
3655,2
3656,6
3657,9
3658,2
3659,2
3660,2
3661,2
3662,4
3663,9
3664,2
3665,2
3666,2
3667,9
3668,2
3669,0
3670,2
3671,3
3672,0
3673,2
3674,4
3675,9
3676,9
3677,2
3678,2
3679,2
3680,2
3681,2
3682,6
3683,2
3684,6
3685,2
3686,0
3687,2
3688,2
3689,2
3690,2
3691,2
3692,5
3693,6
3694,2
3695,9
3696,6
3697,2
3698,0
3699,2
3700,9
3701,9
3702,2
3703,2
3704,9
3705,9
3706,9
3707,7
3708,9
3709,5
3710,2
3711,2
3712,2
3713,2
3714,2
3715,2
3716,2
3717,4
3718,2
3719,2
3720,2
3721,2
3722,2
3723,6
3724,6
3725,6
3726,2
3727,7
3728,2
3729,9
3730,2
3731,2
3732,2
3733,2
3734,0
3735,0
3736,4
3737,9
3738,2
3739,2
3740,2
3741,7
3742,2
3743,9
3744,5
3745,6
3746,2
3747,6
3748,4
3749,5
3750,9
3751,9
3752,4
3753,5
3754,2
3755,2
3756,2
3757,2
3758,4
3759,2
3760,5
3761,2
3762,9
3763,9
3764,6
3765,2
3766,2
3767,2
3768,0
3769,2
3770,2
3771,2
3772,2
3773,6
3774,3
3775,7
3776,2
3777,2
3778,3
3779,2
3780,2
3781,3
3782,7
3783,2
3784,2
3785,2
3786,2
3787,0
3788,2
3789,2
3790,2
3791,5
3792,9
3793,2
3794,2
3795,0
3796,7
3797,2
3798,0
3799,2
3800,2
3801,0
3802,4
3803,4
3804,6
3805,0
3806,6
3807,5
3808,7
3809,2
3810,2
3811,2
3812,4
3813,2
3814,2
3815,0
3816,2
3817,2
3818,6
3819,4
3820,2
3821,7
3822,6
3823,0
3824,2
3825,2
3826,2
3827,6
3828,2
3829,2
3830,2
3831,0
3832,2
3833,7
3834,7
3835,5
3836,2
3837,5
3838,2
3839,2
3840,2
3841,2
3842,6
3843,9
3844,2
3845,4
3846,2
3847,2
3848,9
3849,2
3850,2
3851,0
3852,2
3853,4
3854,2
3855,9
3856,7
3857,6
3858,2
3859,2
3860,5
3861,2
3862,9
3863,8
3864,4
3865,2
3866,6
3867,2
3868,2
3869,2
3870,2
3871,9
3872,2
3873,2
3874,7
3875,5
3876,2
3877,2
3878,4
3879,2
3880,2
3881,2
3882,2
3883,6
3884,3
3885,4
3886,2
3887,2
3888,5
3889,2
3890,6
3891,2
3892,0
3893,4
3894,7
3895,2
3896,2
3897,2
3898,5
3899,2
3900,0
3901,9
3902,2
3903,2
3904,2
3905,2
3906,9
3907,5
3908,2
3909,9
3910,5
3911,0
3912,2
3913,2
3914,2
3915,6
3916,2
3917,6
3918,6
3919,0
3920,9
3921,7
3922,5
3923,2
3924,2
3925,2
3926,2
3927,2
3928,9
3929,4
3930,6
3931,2
3932,0
3933,9
3934,9
3935,9
3936,2
3937,2
3938,6
3939,2
3940,2
3941,2
3942,2
3943,2
3944,0
3945,2
3946,9
3947,2
3948,7
3949,0
3950,2
3951,2
3952,2
3953,2
3954,2
3955,4
3956,0
3957,2
3958,9
3959,2
3960,2
3961,2
3962,4
3963,9
3964,2
3965,2
3966,0
3967,2
3968,2
3969,2
3970,4
3971,5
3972,5
3973,2
3974,6
3975,2
3976,6
3977,2
3978,9
3979,2
3980,2
3981,2
3982,9
3983,3
3984,9
3985,2
3986,6
3987,0
3988,2
3989,0
3990,5
3991,2
3992,2
3993,9
3994,3
3995,9
3996,2
3997,3
3998,2
3999,2
4000,4
4001,5
4002,5
4003,2
4004,0
4005,2
4006,3
4007,6
4008,2
4009,2
4010,2
4011,2
4012,2
4013,0
4014,2
4015,2
4016,2
4017,9
4018,9
4019,4
4020,9
4021,9
4022,7
4023,0
4024,2
4025,9
4026,2
4027,6
4028,0
4029,6
4030,0
4031,2
4032,6
4033,2
4034,6
4035,4
4036,3
4037,9
4038,2
4039,4
4040,2
4041,2
4042,2
4043,7
4044,2
4045,7
4046,2
4047,4
4048,2
4049,2
4050,2
4051,3
4052,6
4053,2
4054,6
4055,2
4056,6
4057,0
4058,2
4059,0
4060,2
4061,2
4062,2
4063,9
4064,2
4065,9
4066,0
4067,9
4068,2
4069,2
4070,0
4071,9
4072,9
4073,5
4074,2
4075,5
4076,3
4077,2
4078,2
4079,9
4080,2
4081,2
4082,0
4083,2
4084,2
4085,5
4086,2
4087,5
4088,2
4089,0
4090,2
4091,6
4092,0
4093,2
4094,9
4095,2
4096,2
4097,2
4098,9
4099,2
4100,2
4101,2
4102,9
4103,2
4104,2
4105,2
4106,2
4107,2
4108,2
4109,2
4110,2
4111,2
4112,0
4113,2
4114,7
4115,2
4116,2
4117,2
4118,2
4119,2
4120,2
4121,7
4122,2
4123,2
4124,2
4125,9
4126,2
4127,0
4128,5
4129,2
4130,6
4131,6
4132,2
4133,4
4134,9
4135,2
4136,2
4137,7
4138,6
4139,9
4140,9
4141,8
4142,2
4143,4
4144,9
4145,2
4146,5
4147,5
4148,2
4149,2
4150,9
4151,2
4152,6
4153,2
4154,2
4155,6
4156,3
4157,2
4158,2
4159,9
4160,6
4161,2
4162,2
4163,9
4164,2
4165,2
4166,2
4167,4
4168,2
4169,2
4170,9
4171,2
4172,2
4173,2
4174,2
4175,9
4176,2
4177,6
4178,9
4179,5
4180,7
4181,2
4182,8
4183,3
4184,2
4185,2
4186,4
4187,2
4188,2
4189,0
4190,9
4191,2
4192,2
4193,2
4194,2
4195,4
4196,2
4197,0
4198,2
4199,2
4200,2
4201,2
4202,4
4203,8
4204,2
4205,2
4206,2
4207,0
4208,2
4209,2
4210,2
4211,3
4212,2
4213,0
4214,2
4215,2
4216,0
4217,2
4218,4
4219,2
4220,2
4221,2
4222,2
4223,0
4224,2
4225,2
4226,5
4227,5
4228,2
4229,6
4230,5
4231,2
4232,2
4233,7
4234,2
4235,2
4236,9
4237,2
4238,2
4239,2
4240,4
4241,9
4242,2
4243,2
4244,3
4245,0
4246,7
4247,9
4248,6
4249,6
4250,5
4251,2
4252,3
4253,9
4254,6
4255,2
4256,6
4257,2
4258,5
4259,2
4260,0
4261,2
4262,0
4263,2
4264,2
4265,0
4266,2
4267,2
4268,3
4269,2
4270,2
4271,9
4272,2
4273,2
4274,2
4275,2
4276,0
4277,9
4278,2
4279,2
4280,4
4281,2
4282,2
4283,2
4284,0
4285,6
4286,0
4287,2
4288,9
4289,4
4290,2
4291,9
4292,2
4293,2
4294,2
4295,2
4296,0
4297,2
4298,2
4299,7
4300,2
4301,5
4302,2
4303,9
4304,2
4305,0
4306,2
4307,2
4308,7
4309,3
4310,7
4311,2
4312,2
4313,2
4314,5
4315,3
4316,9
4317,2
4318,4
4319,8
4320,2
4321,2
4322,9
4323,2
4324,2
4325,2
4326,0
4327,2
4328,0
4329,6
4330,2
4331,8
4332,6
4333,6
4334,2
4335,2
4336,2
4337,9
4338,4
4339,2
4340,2
4341,2
4342,2
4343,2
4344,6
4345,9
4346,0
4347,0
4348,4
4349,6
4350,2
4351,9
4352,2
4353,2
4354,2
4355,2
4356,6
4357,2
4358,3
4359,2
4360,2
4361,2
4362,9
4363,6
4364,2
4365,2
4366,2
4367,2
4368,6
4369,2
4370,9
4371,6
4372,4
4373,2
4374,2
4375,0
4376,2
4377,2
4378,0
4379,0
4380,3
4381,9
4382,5
4383,2
4384,5
4385,2
4386,2
4387,5
4388,2
4389,7
4390,9
4391,2
4392,4
4393,9
4394,2
4395,7
4396,6
4397,2
4398,9
4399,6
4400,2
4401,2
4402,9
4403,9
4404,2
4405,4
4406,6
4407,2
4408,6
4409,9
4410,2
4411,9
4412,2
4413,5
4414,2
4415,6
4416,2
4417,2
4418,0
4419,6
4420,5
4421,7
4422,4
4423,2
4424,2
4425,2
4426,2
4427,5
4428,0
4429,9
4430,2
4431,2
4432,0
4433,2
4434,6
4435,2
4436,6
4437,2
4438,2
4439,2
4440,2
4441,2
4442,2
4443,2
4444,2
4445,4
4446,0
4447,0
4448,2
4449,8
4450,2
4451,2
4452,2
4453,0
4454,0
4455,6
4456,2
4457,5
4458,0
4459,2
4460,7
4461,0
4462,2
4463,2
4464,0
4465,2
4466,9
4467,2
4468,2
4469,2
4470,9
4471,4
4472,2
4473,2
4474,2
4475,4
4476,6
4477,7
4478,2
4479,2
4480,2
4481,2
4482,0
4483,2
4484,9
4485,9
4486,9
4487,2
4488,3
4489,2
4490,2
4491,2
4492,2
4493,2
4494,5
4495,6
4496,2
4497,2
4498,4
4499,2
4500,0
4501,2
4502,6
4503,2
4504,2
4505,2
4506,8
4507,9
4508,2
4509,2
4510,2
4511,5
4512,6
4513,2
4514,2
4515,4
4516,2
4517,2
4518,6
4519,2
4520,2
4521,6
4522,2
4523,2
4524,6
4525,6
4526,2
4527,6
4528,2
4529,2
4530,2
4531,2
4532,2
4533,2
4534,2
4535,2
4536,9
4537,2
4538,2
4539,0
4540,2
4541,2
4542,2
4543,2
4544,2
4545,2
4546,5
4547,0
4548,4
4549,2
4550,7
4551,2
4552,2
4553,9
4554,2
4555,2
4556,2
4557,2
4558,9
4559,2
4560,2
4561,4
4562,7
4563,2
4564,8
4565,0
4566,9
4567,2
4568,4
4569,2
4570,9
4571,2
4572,7
4573,2
4574,2
4575,7
4576,3
4577,2
4578,2
4579,9
4580,9
4581,2
4582,6
4583,4
4584,2
4585,5
4586,2
4587,2
4588,0
4589,2
4590,2
4591,2
4592,6
4593,2
4594,2
4595,2
4596,2
4597,9
4598,9
4599,6
4600,4
4601,2
4602,4
4603,2
4604,2
4605,0
4606,2
4607,5
4608,2
4609,9
4610,2
4611,6
4612,6
4613,7
4614,2
4615,2
4616,2
4617,9
4618,2
4619,4
4620,2
4621,9
4622,2
4623,9
4624,9
4625,4
4626,9
4627,0
4628,4
4629,2
4630,6
4631,9
4632,8
4633,9
4634,5
4635,2
4636,0
4637,2
4638,6
4639,4
4640,6
4641,2
4642,2
4643,2
4644,2
4645,2
4646,2
4647,7
4648,9
4649,2
4650,2
4651,4
4652,2
4653,2
4654,2
4655,5
4656,9
4657,5
4658,2
4659,2
4660,2
4661,9
4662,2
4663,2
4664,2
4665,9
4666,2
4667,4
4668,7
4669,7
4670,2
4671,2
4672,2
4673,2
4674,2
4675,0
4676,2
4677,2
4678,2
4679,2
4680,2
4681,5
4682,6
4683,2
4684,9
4685,2
4686,2
4687,2
4688,2
4689,2
4690,4
4691,6
4692,2
4693,5
4694,9
4695,3
4696,2
4697,2
4698,5
4699,5
4700,0
4701,3
4702,2
4703,2
4704,6
4705,3
4706,9
4707,2
4708,2
4709,6
4710,2
4711,2
4712,2
4713,0
4714,6
4715,2
4716,2
4717,2
4718,7
4719,2
4720,6
4721,2
4722,2
4723,2
4724,2
4725,7
4726,2
4727,7
4728,6
4729,2
4730,2
4731,2
4732,2
4733,2
4734,2
4735,2
4736,2
4737,6
4738,2
4739,2
4740,2
4741,2
4742,2
4743,0
4744,2
4745,6
4746,7
4747,4
4748,2
4749,2
4750,9
4751,6
4752,2
4753,2
4754,2
4755,2
4756,6
4757,2
4758,2
4759,5
4760,2
4761,2
4762,2
4763,6
4764,0
4765,2
4766,2
4767,0
4768,6
4769,0
4770,2
4771,2
4772,2
4773,2
4774,4
4775,2
4776,2
4777,2
4778,2
4779,5
4780,2
4781,2
4782,2
4783,2
4784,9
4785,2
4786,1
4787,2
4788,2
4789,2
4790,2
4791,2
4792,2
4793,2
4794,2
4795,2
4796,5
4797,6
4798,4
4799,9
4800,4
4801,5
4802,9
4803,2
4804,4
4805,2
4806,2
4807,5
4808,0
4809,5
4810,2
4811,2
4812,5
4813,2
4814,2
4815,2
4816,5
4817,2
4818,2
4819,2
4820,9
4821,4
4822,5
4823,2
4824,7
4825,2
4826,2
4827,0
4828,0
4829,2
4830,5
4831,9
4832,2
4833,2
4834,3
4835,2
4836,2
4837,5
4838,2
4839,4
4840,2
4841,7
4842,2
4843,2
4844,7
4845,2
4846,2
